@relation scenario_3

@attribute timestamps numeric
@attribute latitude_degree numeric
@attribute longitude_degree numeric
@attribute accelerator_pedal numeric
@attribute brake_pressure numeric
@attribute steering_angle_calculated numeric
@attribute vehicle_speed numeric
@attribute steering_angle_calculated_sign numeric

@data
1554115642890209,48.14448,11.56994,0,11.441327,129.947738,12.487474,1
1554115642894257,48.144479,11.56994,-0,11.41946,130.117904,12.47103,1
1554115642898305,48.144479,11.56994,-0,11.286103,130.30859,12.456279,1
1554115642902353,48.144479,11.569941,0,11.132936,130.541201,12.442577,1
1554115642906401,48.144479,11.569941,0,11.119503,130.793178,12.429315,1
1554115642910449,48.144479,11.569942,0,11.271787,131.023058,12.415921,1
1554115642914497,48.144479,11.569942,-0,11.396781,131.212544,12.401823,1
1554115642918545,48.144478,11.569942,-0,11.323594,131.378842,12.386449,1
1554115642922593,48.144478,11.569943,0,11.156653,131.542235,12.369267,1
1554115642926641,48.144478,11.569943,0,11.107101,131.723538,12.3503,1
1554115642930689,48.144478,11.569944,0,11.234829,131.943066,12.329988,1
1554115642934737,48.144478,11.569944,-0,11.389584,132.193908,12.308779,1
1554115642938785,48.144478,11.569944,-0,11.437048,132.433643,12.287125,1
1554115642942833,48.144477,11.569945,0,11.411868,132.628583,12.265441,1
1554115642946881,48.144477,11.569945,0,11.402952,132.80086,12.243756,1
1554115642950929,48.144477,11.569946,0,11.424682,132.989557,12.221856,1
1554115642954977,48.144477,11.569946,-0,11.402796,133.218627,12.199522,1
1554115642959025,48.144477,11.569946,-0,11.28555,133.494849,12.176534,1
1554115642963073,48.144477,11.569947,0,11.145501,133.813122,12.152713,1
1554115642967121,48.144476,11.569947,0,11.08575,134.122261,12.128248,1
1554115642971169,48.144476,11.569947,-0,11.105695,134.361928,12.103538,1
1554115642975217,48.144476,11.569948,-0,11.098728,134.535681,12.078982,1
1554115642979265,48.144476,11.569948,-0,10.990971,134.708503,12.054979,1
1554115642983313,48.144476,11.569948,0,10.848761,134.929963,12.031948,1
1554115642987361,48.144476,11.569949,0,10.767111,135.186851,12.010459,1
1554115642991409,48.144476,11.569949,-0,10.766688,135.452433,11.991151,1
1554115642995457,48.144476,11.569949,-0,10.80306,135.703684,11.974666,1
1554115642999505,48.144475,11.56995,-0,10.832703,135.920636,11.961643,1
1554115643003553,48.144475,11.56995,0,10.821974,136.098407,11.952508,1
1554115643007601,48.144475,11.56995,0,10.74243,136.275984,11.94632,1
1554115643011649,48.144475,11.56995,-0,10.612283,136.496253,11.941606,1
1554115643015697,48.144475,11.56995,-0,10.484687,136.748723,11.936888,1
1554115643019745,48.144475,11.569951,-0,10.384497,136.985482,11.930692,1
1554115643023793,48.144475,11.569951,0,10.258649,137.17801,11.92176,1
1554115643027841,48.144475,11.569951,0,10.048985,137.347779,11.910005,1
1554115643031889,48.144475,11.569951,-0,9.787251,137.521834,11.895718,1
1554115643035937,48.144475,11.569951,-0,9.562684,137.705575,11.879193,1
1554115643039985,48.144475,11.569951,-0,9.423972,137.891372,11.860723,1
1554115643044033,48.144475,11.569951,0,9.326664,138.074234,11.840748,1
1554115643048081,48.144475,11.569951,0,9.218531,138.255056,11.820371,1
1554115643052129,48.144475,11.569951,-0,9.093182,138.435488,11.80088,1
1554115643056177,48.144475,11.569951,-0,8.969097,138.617338,11.783563,1
1554115643060225,48.144475,11.569951,-0,8.853061,138.802455,11.769707,1
1554115643064273,48.144475,11.569951,0,8.729158,138.988898,11.760108,1
1554115643068321,48.144475,11.569951,0,8.584909,139.167967,11.753737,1
1554115643072369,48.144475,11.569951,-0,8.45388,139.334275,11.749144,1
1554115643076417,48.144475,11.56995,-0,8.390337,139.510942,11.744875,1
1554115643080465,48.144475,11.56995,-0,8.399335,139.73271,11.73948,1
1554115643084513,48.144475,11.56995,0,8.404983,139.993612,11.731822,1
1554115643088561,48.144475,11.56995,0,8.336073,140.225931,11.721751,1
1554115643092609,48.144476,11.569949,-0,8.200861,140.373303,11.709309,1
1554115643096657,48.144476,11.569949,-0,8.03944,140.476826,11.694541,1
1554115643100705,48.144476,11.569948,-0,7.892966,140.61186,11.677489,1
1554115643104753,48.144476,11.569948,0,7.803966,140.799156,11.658376,1
1554115643108801,48.144476,11.569947,0,7.798641,140.988225,11.6379,1
1554115643112849,48.144477,11.569947,-0,7.815323,141.134444,11.616835,1
1554115643116897,48.144477,11.569946,-0,7.765431,141.245711,11.595957,1
1554115643120945,48.144477,11.569946,-0,7.635918,141.345998,11.576041,1
1554115643124993,48.144477,11.569945,0,7.503725,141.457088,11.557598,1
1554115643129041,48.144478,11.569944,0,7.438971,141.598309,11.540563,1
1554115643133089,48.144478,11.569944,-0,7.457995,141.779033,11.524794,1
1554115643137137,48.144478,11.569943,-0,7.560391,141.96807,11.510147,1
1554115643141185,48.144479,11.569942,0,7.703421,142.125395,11.49648,1
1554115643145233,48.144479,11.569941,0,7.801327,142.245445,11.483465,1
1554115643149281,48.144479,11.56994,0,7.80206,142.355621,11.470434,1
1554115643153329,48.14448,11.569939,-0,7.784754,142.476439,11.456681,1
1554115643157377,48.14448,11.569938,-0,7.852493,142.600077,11.4415,1
1554115643161425,48.144481,11.569937,0,7.995361,142.71393,11.424195,1
1554115643165473,48.144481,11.569936,0,8.105162,142.82727,11.404676,1
1554115643169521,48.144482,11.569934,0,8.114647,142.967313,11.383829,1
1554115643173569,48.144482,11.569933,-0,8.094714,143.146967,11.362626,1
1554115643177617,48.144483,11.569932,-0,8.13785,143.336127,11.342041,1
1554115643181665,48.144483,11.56993,0,8.260943,143.498774,11.323036,1
1554115643185713,48.144484,11.569929,0,8.424594,143.622813,11.306104,1
1554115643189761,48.144484,11.569928,0,8.584602,143.712977,11.291091,1
1554115643193809,48.144485,11.569926,-0,8.68774,143.793232,11.277795,1
1554115643197857,48.144486,11.569925,-0,8.689088,143.933789,11.266018,1
1554115643201905,48.144486,11.569923,0,8.656503,144.199863,11.255544,1
1554115643205953,48.144487,11.569922,0,8.729844,144.532119,11.245733,1
1554115643210001,48.144488,11.56992,0,8.966791,144.797579,11.235448,1
1554115643214049,48.144488,11.569918,-0,9.239821,144.933225,11.22352,1
1554115643218097,48.144489,11.569917,-0,9.413559,145.02314,11.208783,1
1554115643222145,48.14449,11.569915,0,9.511755,145.159764,11.190111,1
1554115643226193,48.14449,11.569913,0,9.644253,145.350345,11.167366,1
1554115643230241,48.144491,11.569912,0,9.868209,145.558813,11.141393,1
1554115643234289,48.144492,11.56991,-0,10.140703,145.75564,11.113079,1
1554115643238337,48.144492,11.569909,-0,10.411237,145.923503,11.083313,1
1554115643242385,48.144493,11.569907,0,10.655491,146.051452,11.053003,1
1554115643246433,48.144494,11.569905,0,10.861287,146.164541,11.023424,1
1554115643250481,48.144494,11.569904,0,11.014031,146.302803,10.996166,1
1554115643254529,48.144495,11.569902,-0,11.095164,146.480915,10.972828,1
1554115643258577,48.144496,11.569901,-0,11.096749,146.675353,10.955009,1
1554115643262625,48.144496,11.569899,0,11.080212,146.86317,10.944152,1
1554115643266673,48.144497,11.569897,0,11.132369,147.04335,10.939555,1
1554115643270721,48.144497,11.569896,0,11.266189,147.22279,10.93894,1
1554115643274769,48.144498,11.569894,-0,11.391957,147.404755,10.939992,1
1554115643278817,48.144499,11.569893,-0,11.431988,147.587836,10.940398,1
1554115643282865,48.144499,11.569892,0,11.413249,147.770551,10.93797,1
1554115643286913,48.1445,11.56989,0,11.396225,147.95257,10.931976,1
1554115643290961,48.1445,11.569889,0,11.401175,148.133939,10.922608,1
1554115643295009,48.144501,11.569888,-0,11.400541,148.315363,10.910069,1
1554115643299057,48.144501,11.569886,-0,11.377343,148.498271,10.894567,1
1554115643303105,48.144502,11.569885,0,11.374492,148.683013,10.876359,1
1554115643307153,48.144502,11.569884,0,11.448741,148.865334,10.856186,1
1554115643311201,48.144503,11.569883,-0,11.586442,149.040394,10.835049,1
1554115643315249,48.144503,11.569882,-0,11.701938,149.215793,10.813951,1
1554115643319297,48.144504,11.569881,-0,11.732342,149.410868,10.793893,1
1554115643323345,48.144504,11.56988,0,11.711231,149.638894,10.775733,1
1554115643327393,48.144504,11.569879,0,11.692469,149.890805,10.759235,1
1554115643331441,48.144505,11.569879,-0,11.693486,150.152407,10.743667,1
1554115643335489,48.144505,11.569878,-0,11.700449,150.403952,10.728292,1
1554115643339537,48.144505,11.569877,-0,11.70244,150.621226,10.712376,1
1554115643343585,48.144505,11.569877,0,11.700805,150.797139,10.695307,1
1554115643347633,48.144506,11.569876,0,11.699126,150.974582,10.677241,1
1554115643351681,48.144506,11.569876,-0,11.698943,151.200533,10.658626,1
1554115643355729,48.144506,11.569876,-0,11.700284,151.457669,10.63991,1
1554115643359777,48.144506,11.569875,-0,11.702229,151.683612,10.621544,1
1554115643363825,48.144506,11.569875,0,11.701457,151.852953,10.603909,1
1554115643367873,48.144506,11.569875,0,11.695205,152.032279,10.587048,1
1554115643371921,48.144506,11.569875,-0,11.691409,152.292787,10.570891,1
1554115643375969,48.144506,11.569875,-0,11.704665,152.612065,10.55537,1
1554115643380017,48.144506,11.569874,-0,11.729705,152.912747,10.540417,1
1554115643384065,48.144506,11.569874,0,11.716752,153.156845,10.525947,1
1554115643388113,48.144506,11.569874,0,11.619606,153.389321,10.511805,1
1554115643392161,48.144506,11.569874,-0,11.479461,153.659702,10.497818,1
1554115643396209,48.144506,11.569875,-0,11.383763,153.969039,10.483813,1
1554115643400257,48.144506,11.569875,-0,11.372533,154.293992,10.469617,1
1554115643404305,48.144506,11.569875,0,11.396224,154.611944,10.455045,1
1554115643408353,48.144506,11.569875,0,11.402916,154.901865,10.439863,1
1554115643412401,48.144506,11.569875,-0,11.396667,155.149106,10.423831,1
1554115643416449,48.144506,11.569875,-0,11.406456,155.382425,10.406704,1
1554115643420497,48.144506,11.569876,-0,11.429034,155.648416,10.388241,1
1554115643424545,48.144506,11.569876,0,11.40975,155.957298,10.368394,1
1554115643428593,48.144506,11.569876,0,11.304734,156.264734,10.347708,1
1554115643432641,48.144506,11.569876,-0,11.165352,156.537309,10.326837,1
1554115643436689,48.144505,11.569877,-0,11.078152,156.830907,10.30644,1
1554115643440737,48.144505,11.569877,-0,11.072366,157.231103,10.287171,1
1554115643444785,48.144505,11.569877,0,11.098111,157.734023,10.269421,1
1554115643448833,48.144505,11.569878,0,11.108688,158.222285,10.252903,1
1554115643452881,48.144505,11.569878,-0,11.103886,158.595673,10.237222,1
1554115643456929,48.144505,11.569878,-0,11.098264,158.872574,10.221984,1
1554115643460977,48.144505,11.569878,-0,11.098101,159.106795,10.206796,1
1554115643465025,48.144505,11.569879,0,11.099959,159.339732,10.191355,1
1554115643469073,48.144504,11.569879,0,11.100623,159.599165,10.175566,1
1554115643473121,48.144504,11.569879,-0,11.100246,159.900488,10.159355,1
1554115643477169,48.144504,11.56988,-0,11.099865,160.211912,10.142652,1
1554115643481217,48.144504,11.56988,0,11.09987,160.491506,10.125388,1
1554115643485265,48.144504,11.56988,0,11.100003,160.732993,10.107733,1
1554115643489313,48.144504,11.56988,0,11.100044,160.963271,10.090308,1
1554115643493361,48.144504,11.56988,-0,11.100015,161.203137,10.07378,1
1554115643497409,48.144504,11.569881,-0,11.09999,161.448541,10.05882,1
1554115643501457,48.144504,11.569881,0,11.099991,161.690826,10.046084,1
1554115643505505,48.144504,11.569881,0,11.100001,161.931352,10.035585,1
1554115643509553,48.144504,11.569881,0,11.100003,162.179505,10.026318,1
1554115643513601,48.144503,11.569881,-0,11.100001,162.435804,10.017194,1
1554115643517649,48.144503,11.569881,-0,11.099999,162.674986,10.00712,1
1554115643521697,48.144503,11.569881,0,11.099999,162.870835,9.995022,1
1554115643525745,48.144503,11.569882,0,11.1,163.042151,9.980556,1
1554115643529793,48.144503,11.569882,0,11.1,163.238345,9.964359,1
1554115643533841,48.144503,11.569882,-0,11.1,163.48233,9.947136,1
1554115643537889,48.144503,11.569882,-0,11.1,163.732229,9.929594,1
1554115643541937,48.144503,11.569882,0,11.1,163.941782,9.912425,1
1554115643545985,48.144503,11.569882,0,11.1,164.116805,9.895901,1
1554115643550033,48.144503,11.569882,0,11.1,164.293554,9.879809,1
1554115643554081,48.144503,11.569882,-0,11.1,164.504724,9.863911,1
1554115643558129,48.144503,11.569882,-0,11.1,164.775029,9.847967,1
1554115643562177,48.144503,11.569882,0,11.1,165.121114,9.83175,1
1554115643566225,48.144503,11.569882,0,11.1,165.500653,9.815267,1
1554115643570273,48.144503,11.569882,0,11.1,165.842519,9.798758,1
1554115643574321,48.144503,11.569882,-0,11.1,166.108388,9.782472,1
1554115643578369,48.144503,11.569882,-0,11.1,166.316863,9.76666,1
1554115643582417,48.144503,11.569881,0,11.1,166.493176,9.751556,1
1554115643586465,48.144503,11.569881,0,11.1,166.669451,9.737127,1
1554115643590513,48.144503,11.569881,0,11.1,166.880132,9.723118,1
1554115643594561,48.144503,11.569881,-0,11.1,167.128798,9.709266,1
1554115643598609,48.144504,11.569881,-0,11.1,167.373582,9.695308,1
1554115643602657,48.144504,11.569881,0,11.1,167.577358,9.680984,1
1554115643606705,48.144504,11.569881,0,11.1,167.75084,9.666073,1
1554115643610753,48.144504,11.569881,0,11.1,167.921299,9.650382,1
1554115643614801,48.144504,11.569881,-0,11.1,168.102019,9.63372,1
1554115643618849,48.144504,11.569881,-0,11.1,168.288595,9.615895,1
1554115643622897,48.144504,11.569881,0,11.1,168.475515,9.596754,1
1554115643626945,48.144504,11.56988,0,11.1,168.657347,9.576569,1
1554115643630993,48.144504,11.56988,0,11.1,168.829248,9.555876,1
1554115643635041,48.144504,11.56988,-0,11.1,169.001377,9.53521,1
1554115643639089,48.144504,11.56988,-0,11.1,169.200164,9.515112,1
1554115643643137,48.144504,11.56988,0,11.1,169.440902,9.496083,1
1554115643647185,48.144504,11.56988,0,11.1,169.691174,9.478306,1
1554115643651233,48.144504,11.56988,-0,11.099999,169.908518,9.461795,1
1554115643655281,48.144504,11.56988,-0,11.1,170.088135,9.446559,1
1554115643659329,48.144504,11.56988,-0,11.100003,170.260257,9.43261,1
1554115643663377,48.144504,11.569879,0,11.100002,170.445823,9.419909,1
1554115643667425,48.144504,11.569879,0,11.099994,170.629993,9.408053,1
1554115643671473,48.144504,11.569879,-0,11.099988,170.793126,9.396475,1
1554115643675521,48.144504,11.569879,-0,11.100003,170.958123,9.38461,1
1554115643679569,48.144504,11.569879,-0,11.100039,171.18152,9.371889,1
1554115643683617,48.144504,11.569879,0,11.100031,171.486935,9.357834,1
1554115643687665,48.144504,11.569879,0,11.099914,171.80289,9.342503,1
1554115643691713,48.144504,11.569879,-0,11.09983,172.047868,9.326155,1
1554115643695761,48.144505,11.569879,-0,11.100065,172.221638,9.309052,1
1554115643699809,48.144505,11.569879,-0,11.100568,172.37892,9.291453,1
1554115643703857,48.144505,11.569879,0,11.100385,172.556361,9.273589,1
1554115643707905,48.144505,11.569878,0,11.098694,172.745007,9.255533,1
1554115643711953,48.144505,11.569878,-0,11.09767,172.930524,9.237305,1
1554115643716001,48.144505,11.569878,-0,11.101344,173.111441,9.218929,1
1554115643720049,48.144505,11.569878,-0,11.108186,173.293685,9.200426,1
1554115643724097,48.144505,11.569878,0,11.104543,173.478815,9.181838,1
1554115643728145,48.144505,11.569878,0,11.080049,173.659435,9.163289,1
1554115643732193,48.144505,11.569878,-0,11.068186,173.829784,9.144924,1
1554115643736241,48.144505,11.569878,-0,11.125139,174.006429,9.12689,1
1554115643740289,48.144505,11.569878,-0,11.258121,174.216614,9.109334,1
1554115643744337,48.144505,11.569878,0,11.384105,174.463725,9.092355,1
1554115643748385,48.144505,11.569878,0,11.424847,174.709851,9.075887,1
1554115643752433,48.144505,11.569878,-0,11.407449,174.918825,9.059827,1
1554115643756481,48.144505,11.569878,-0,11.404748,175.094488,9.044073,1
1554115643760529,48.144505,11.569877,-0,11.431759,175.257446,9.028523,1
1554115643764577,48.144505,11.569877,0,11.411364,175.427796,9.013043,1
1554115643768625,48.144505,11.569877,0,11.282935,175.624797,8.99741,1
1554115643772673,48.144505,11.569877,-0,11.136124,175.86102,8.981383,1
1554115643776721,48.144505,11.569877,-0,11.114406,176.111541,8.96472,1
1554115643780769,48.144505,11.569877,-0,11.243851,176.338878,8.947182,1
1554115643784817,48.144505,11.569877,0,11.391584,176.527862,8.928736,1
1554115643788865,48.144505,11.569877,0,11.441206,176.691365,8.909877,1
1554115643792913,48.144505,11.569877,-0,11.418141,176.847434,8.891182,1
1554115643796961,48.144505,11.569877,-0,11.391644,177.030154,8.873225,1
1554115643801009,48.144505,11.569877,-0,11.391031,177.276752,8.856581,1
1554115643805057,48.144505,11.569877,0,11.399862,177.583144,8.841488,1
1554115643809105,48.144505,11.569877,0,11.402963,177.901062,8.827459,1
1554115643813153,48.144505,11.569877,-0,11.401154,178.185825,8.813914,1
1554115643817201,48.144505,11.569877,-0,11.399356,178.41552,8.800275,1
1554115643821249,48.144505,11.569877,0,11.399389,178.57567,8.785963,1
1554115643825297,48.144505,11.569877,0,11.40002,178.688151,8.770679,1
1554115643829345,48.144505,11.569877,0,11.400211,178.808555,8.754624,1
1554115643833393,48.144505,11.569877,-0,11.400072,178.975971,8.73805,1
1554115643837441,48.144505,11.569877,-0,11.399951,179.170156,8.721212,1
1554115643841489,48.144505,11.569877,0,11.399959,179.360098,8.70436,1
1554115643845537,48.144505,11.569877,0,11.400003,179.539695,8.687679,1
1554115643849585,48.144505,11.569877,0,11.400015,179.722536,8.671244,1
1554115643853633,48.144505,11.569877,-0,11.400004,179.913864,8.655121,1
1554115643857681,48.144505,11.569877,-0,11.399996,180.093997,8.639377,1
1554115643861729,48.144505,11.569877,0,11.399997,180.241037,8.624077,1
1554115643865777,48.144505,11.569877,0,11.4,180.359271,8.609249,1
1554115643869825,48.144505,11.569877,0,11.400001,180.470639,8.594864,1
1554115643873873,48.144505,11.569877,-0,11.4,180.589875,8.580895,1
1554115643877921,48.144505,11.569877,-0,11.4,180.713981,8.56731,1
1554115643881969,48.144505,11.569877,0,11.4,180.837739,8.554075,1
1554115643886017,48.144505,11.569878,0,11.4,180.959235,8.540967,1
1554115643890065,48.144505,11.569878,0,11.400001,181.078458,8.527553,1
1554115643894113,48.144505,11.569878,-0,11.4,181.1971,8.513388,1
1554115643898161,48.144505,11.569878,-0,11.399998,181.320199,8.498028,1
1554115643902209,48.144505,11.569878,0,11.399997,181.45116,8.481057,1
1554115643906257,48.144505,11.569878,0,11.400002,181.576735,8.462676,1
1554115643910305,48.144505,11.569878,0,11.400011,181.675696,8.443678,1
1554115643914353,48.144505,11.569878,-0,11.400005,181.741304,8.424883,1
1554115643918401,48.144505,11.569878,-0,11.399973,181.791492,8.40711,1
1554115643922449,48.144505,11.569878,0,11.399961,181.844653,8.391141,1
1554115643926497,48.144505,11.569879,0,11.400039,181.906156,8.377147,1
1554115643930545,48.144504,11.569879,0,11.400151,181.975831,8.364791,1
1554115643934593,48.144504,11.569879,-0,11.400047,182.045674,8.35372,1
1554115643938641,48.144504,11.569879,-0,11.399594,182.096343,8.343583,1
1554115643942689,48.144504,11.569879,0,11.399482,182.112434,8.334024,1
1554115643946737,48.144504,11.569879,0,11.400661,182.105818,8.324665,1
1554115643950785,48.144504,11.569879,0,11.402142,182.097599,8.315105,1
1554115643954833,48.144504,11.56988,-0,11.400389,182.097268,8.304947,1
1554115643958881,48.144504,11.56988,-0,11.393983,182.099891,8.293793,1
1554115643962929,48.144504,11.56988,0,11.393148,182.100729,8.281288,1
1554115643966977,48.144504,11.56988,0,11.410761,182.100189,8.267572,1
1554115643971025,48.144504,11.56988,0,11.430128,182.100121,8.25309,1
1554115643975073,48.144504,11.569881,-0,11.401317,182.100637,8.23829,1
1554115643979121,48.144504,11.569881,-0,11.292394,182.099992,8.22362,1
1554115643983169,48.144504,11.569881,0,11.155026,182.097577,8.209469,1
1554115643987217,48.144504,11.569881,0,11.061214,182.097626,8.195716,1
1554115643991265,48.144504,11.569881,-0,11.045004,182.10492,8.181978,1
1554115643995313,48.144503,11.569882,-0,11.103786,182.111559,8.167868,1
1554115643999361,48.144503,11.569882,-0,11.223458,182.098108,8.152997,1
1554115644003409,48.144503,11.569882,0,11.3545,182.051597,8.137065,1
1554115644007457,48.144503,11.569882,0,11.441169,181.981693,8.120397,1
1554115644011505,48.144503,11.569882,-0,11.454888,181.902991,8.10359,1
1554115644015553,48.144503,11.569883,-0,11.389688,181.834364,8.087244,1
1554115644019601,48.144503,11.569883,-0,11.258889,181.798003,8.071959,1
1554115644023649,48.144503,11.569883,0,11.130918,181.800628,8.058212,1
1554115644027697,48.144503,11.569883,0,11.078156,181.805714,8.045754,1
1554115644031745,48.144503,11.569883,-0,11.090271,181.772909,8.03406,1
1554115644035793,48.144503,11.569883,-0,11.09816,181.706183,8.022606,1
1554115644039841,48.144503,11.569883,-0,11.071154,181.639141,8.010869,1
1554115644043889,48.144503,11.569883,0,11.078011,181.587622,7.998395,1
1554115644047937,48.144503,11.569884,0,11.190118,181.52473,7.985084,1
1554115644051985,48.144503,11.569884,-0,11.344022,181.42179,7.970948,1
1554115644056033,48.144503,11.569884,-0,11.395395,181.292517,7.955995,1
1554115644060081,48.144503,11.569884,-0,11.283343,181.174628,7.940236,1
1554115644064129,48.144503,11.569884,0,11.128551,181.094222,7.923675,1
1554115644068177,48.144503,11.569884,0,11.060152,181.053693,7.906299,1
1554115644072225,48.144503,11.569884,-0,11.075859,181.049871,7.888087,1
1554115644076273,48.144503,11.569883,-0,11.105895,181.057348,7.869021,1
1554115644080321,48.144503,11.569883,-0,11.109876,181.040241,7.849079,1
1554115644084369,48.144503,11.569883,0,11.101434,180.984321,7.828355,1
1554115644088417,48.144503,11.569883,0,11.097605,180.91194,7.807331,1
1554115644092465,48.144503,11.569883,-0,11.099145,180.845764,7.786573,1
1554115644096513,48.144503,11.569883,-0,11.099743,180.787095,7.76665,1
1554115644100561,48.144503,11.569882,-0,11.097831,180.728571,7.748129,1
1554115644104609,48.144503,11.569882,0,11.099222,180.667215,7.731392,1
1554115644108657,48.144503,11.569882,0,11.10756,180.606423,7.716283,1
1554115644112705,48.144504,11.569881,-0,11.10975,180.548708,7.702546,1
1554115644116753,48.144504,11.569881,-0,11.087431,180.488876,7.689926,1
1554115644120801,48.144504,11.56988,-0,11.059361,180.419501,7.678168,1
1554115644124849,48.144504,11.56988,0,11.092942,180.348201,7.666941,1
1554115644128897,48.144504,11.569879,0,11.230576,180.301217,7.655723,1
1554115644132945,48.144504,11.569879,-0,11.372456,180.296061,7.643966,1
1554115644136993,48.144505,11.569878,-0,11.378785,180.304315,7.631119,1
1554115644141041,48.144505,11.569878,-0,11.241567,180.28536,7.616634,1
1554115644145089,48.144505,11.569877,0,11.101133,180.227462,7.600414,1
1554115644149137,48.144505,11.569876,0,11.067618,180.149519,7.583304,1
1554115644153185,48.144506,11.569875,-0,11.09302,180.071814,7.566272,1
1554115644157233,48.144506,11.569875,-0,11.09234,180.014272,7.550282,1
1554115644161281,48.144506,11.569874,0,11.067529,179.995177,7.536293,1
1554115644165329,48.144506,11.569873,0,11.104406,180.002851,7.524493,1
1554115644169377,48.144507,11.569872,0,11.246891,179.998501,7.513703,1
1554115644173425,48.144507,11.569871,-0,11.381409,179.954465,7.502607,1
1554115644177473,48.144507,11.56987,-0,11.369394,179.882527,7.489886,1
1554115644181521,48.144508,11.56987,0,11.225428,179.802499,7.474242,1
1554115644185569,48.144508,11.569869,0,11.090406,179.734273,7.455365,1
1554115644189617,48.144508,11.569868,0,11.060315,179.697785,7.434448,1
1554115644193665,48.144509,11.569867,-0,11.08898,179.6988,7.412808,1
1554115644197713,48.144509,11.569866,-0,11.108479,179.704246,7.391762,1
1554115644201761,48.144509,11.569865,0,11.104447,179.677237,7.372604,1
1554115644205809,48.14451,11.569864,0,11.100302,179.614437,7.355675,1
1554115644209857,48.14451,11.569863,0,11.107511,179.534712,7.34009,1
1554115644213905,48.14451,11.569862,-0,11.106048,179.458171,7.324883,1
1554115644217953,48.144511,11.569861,-0,11.076629,179.406887,7.309086,1
1554115644222001,48.144511,11.56986,0,11.058587,179.398869,7.291766,1
1554115644226049,48.144511,11.56986,0,11.126185,179.409453,7.272912,1
1554115644230097,48.144512,11.569859,0,11.285189,179.390002,7.253533,1
1554115644234145,48.144512,11.569858,-0,11.39754,179.323992,7.23469,1
1554115644238193,48.144512,11.569857,-0,11.3315,179.258884,7.217445,1
1554115644242241,48.144512,11.569856,0,11.168853,179.241412,7.202805,1
1554115644246289,48.144513,11.569855,0,11.100912,179.25246,7.190619,1
